Date,Temperature,Charge_Start,Charge_End,Daily_Cycles,Total_Cycles,SOH,Usage_Pattern,Charging_Pattern
2021-10-21,3.978403310448853,20,80,0.2601286212025763,16.08888835814197,99.69325954631722,0,0
2021-10-22,18.380703135179196,20,80,0.2084631322822881,16.297351490424255,99.6871263795381,0,0
2021-10-23,8.803411742259218,20,80,0.3451018638670838,16.642453354291337,99.6790589805689,0,0
2021-10-24,4.530107883619743,20,80,0.44832481721185,17.09077817150319,99.67364515148944,0,0
2021-10-25,17.11472220712249,20,80,0.3404382875810682,17.431216459084258,99.66755279358853,0,0
2021-10-26,-15.62347619210805,20,80,0.3889782241093985,17.820194683193655,99.66214153496884,0,0
2021-10-27,9.696633756356928,20,80,0.389734239131029,18.20992892232469,99.65697886217966,0,0
2021-10-28,14.975949817789225,20,80,0.3187244684748169,18.5286533907995,99.65011673948004,0,0
2021-10-29,7.387369206995418,20,80,0.3186888270893715,18.847342217888873,99.64359416362194,0,0
2021-10-30,8.445231655379072,20,80,0.2714481585852212,19.118790376474095,99.63660300403969,0,0
2021-10-31,40.66729260165692,20,80,0.2493772238836568,19.36816760035775,99.62853490162628,0,0
2021-11-01,0.457403353446566,20,80,0.4448223939370888,19.81298999429484,99.62345578668966,0,0
2021-11-02,0.2580769524384974,20,80,0.4333043855205125,20.24629437981535,99.61601304965608,0,0
2021-11-03,11.882113420495807,20,80,0.3666638947821928,20.612958274597545,99.61055218811008,0,0
2021-11-04,17.960083230983972,20,80,0.2515139404446768,20.86447221504222,99.60574149653276,0,0
2021-11-05,18.419698926964145,20,80,0.4079100146700846,21.272382229712303,99.59828594786238,0,0
2021-11-06,14.679903499496936,20,80,0.3630265690505624,21.635408798762864,99.59129846525455,0,0
2021-11-07,17.453662639038065,20,80,0.4536705357353728,22.089079334498237,99.58269535777774,0,0
2021-11-08,4.541147202093605,20,80,0.2430517375470808,22.33213107204532,99.57448036533776,0,0
2021-11-09,11.077694780328624,20,80,0.474911921783448,22.80704299382877,99.56576252005848,0,0
2021-11-10,6.688132538264009,20,80,0.3455747256855126,23.15261771951428,99.56091380164202,0,0
2021-11-11,13.782248717626349,20,80,0.2535480204439527,23.406165739958233,99.55269546288316,0,0
2021-11-12,6.06836449569583,20,80,0.425185812108349,23.831351552066582,99.54452590726451,0,0
2021-11-13,11.285604851518883,20,80,0.2361851467561008,24.06753669882268,99.53739469658386,0,0
2021-11-14,-13.921818623119004,20,80,0.4391121635906909,24.50664886241337,99.53381288695384,0,0
2021-11-15,0.7671998541853409,20,100,0.2356533269006724,24.74230218931404,99.52961907640368,0,0
2021-11-16,17.314469727649975,20,80,0.2569594893253281,24.99926167863937,99.5238989909435,0,0
2021-11-17,7.468369609803423,20,80,0.4693140113853473,25.46857569002472,99.51806035459866,0,0
2021-11-18,10.771065499351833,20,80,0.2242105985807275,25.692786288605447,99.5125002083672,0,0
2021-11-19,19.842776326058196,20,80,0.3348132389610074,26.027599527566455,99.505829011672,0,0
2021-11-20,10.532139555605609,20,80,0.3352351803564523,26.362834707922907,99.49746522287356,0,0
2021-11-21,6.560859574665883,20,80,0.4087334343502382,26.771568142273143,99.49001731014182,0,0
2021-11-22,-11.915236853225034,20,80,0.2337170620918677,27.005285204365013,99.48396049081892,0,0
2021-11-23,8.286839878830163,20,80,0.4749984650792074,27.48028366944422,99.47902540338032,0,0
2021-11-24,17.804597867890386,20,80,0.4769131247873601,27.957196794231574,99.47394503346904,0,0
2021-11-25,7.390889637313906,20,80,0.4099855507885167,28.367182345020098,99.46745290378568,0,0
2021-11-26,0.2136418031749221,20,80,0.4437752458463829,28.810957590866476,99.45997257986129,0,0
2021-11-27,15.158088510766506,20,80,0.3473446480256934,29.15830223889217,99.45436700895009,0,0
2021-11-28,44.16283187084021,20,80,0.4845456156223287,29.642847854514496,99.44613230265632,0,0
2021-11-29,7.97943020519118,20,100,0.30869490263834,29.951542757152836,99.43774194217043,0,0
2021-11-30,7.084227733827935,20,80,0.4867301373322371,30.43827289448507,99.43046746240712,0,0
2021-12-01,-5.553078697712395,20,80,0.4856686930234676,30.92394158750854,99.42320129637028,0,0
2021-12-02,-2.934892640136855,20,80,0.201083382451699,31.12502496996024,99.41912761655594,0,0
2021-12-03,4.514826074694586,20,100,0.4676316792035793,31.592656649163818,99.4136417245688,0,0
2021-12-04,4.806654197091454,20,80,0.369441824296318,31.962098473460134,99.40670900012309,0,0
2021-12-05,3.751931176982797,20,80,0.367132683016399,32.32923115647653,99.40041122598048,0,0
2021-12-06,8.861987396639371,20,80,0.3686004321360709,32.6978315886126,99.39306819997016,0,0
2021-12-07,7.14086647070199,20,80,0.3590878205444229,33.056919409157025,99.38499550982448,0,0
2021-12-08,7.6277100740204915,20,80,0.4262686670644284,33.48318807622145,99.3800358284453,0,0
2021-12-09,-1.645168849705227,20,80,0.3442032156532201,33.827391291874676,99.37575284415888,0,0
2021-12-10,-5.721284681869729,20,80,0.3879440812720466,34.21533537314672,99.37081308745324,0,0
2021-12-11,7.168731608965544,20,80,0.2404686394822791,34.455804012629,99.36483995266325,0,0
2021-12-12,-4.505648029197213,20,80,0.3099240527033208,34.765728065332326,99.36100120324184,0,0
2021-12-13,-0.4339716965519198,20,80,0.416313497217298,35.18204156254962,99.3543427512788,0,0
2021-12-14,7.825574387200891,20,100,0.3569600177370179,35.53900158028664,99.34614653355236,0,0
2021-12-15,0.0853663790809058,20,80,0.3046416108750373,35.843643191161675,99.34066022134228,0,0
2021-12-16,-3.5828379221486184,20,80,0.2168472540927853,36.06049044525446,99.33686099097304,0,0
2021-12-17,6.541320888281579,20,100,0.2006229374522831,36.26111338270674,99.32983267567307,0,0
2021-12-18,-2.8553732129918767,20,80,0.3779051821503539,36.639018564857096,99.32426810814331,0,0
2021-12-19,-9.003858752439282,20,80,0.2918427852872561,36.930861350144355,99.31802960215968,0,0
2021-12-20,4.332041148418629,20,80,0.3303957375972406,37.2612570877416,99.3111670261075,0,0
2021-12-21,-4.920654383960059,20,80,0.4666675087568103,37.72792459649841,99.305996279468,0,0
2021-12-22,-5.272381156542312,20,80,0.4601075286609237,38.18803212515933,99.30110167559276,0,0
2021-12-23,-5.854337228362572,20,80,0.349669623857719,38.53770174901705,99.29578377839202,0,0
2021-12-24,-2.9587725095086785,20,80,0.4282398184453428,38.965941567462394,99.29165290851846,0,0
2021-12-25,1.1075276767355913,20,100,0.4969672493171169,39.46290881677951,99.28608174928694,0,0
2021-12-26,-0.8806881314998058,20,80,0.3593860707030737,39.822294887482585,99.27922763736576,0,0
2021-12-27,8.524845291954325,20,80,0.322129316697086,40.14442420417967,99.27176421968224,0,0
2021-12-28,-4.858665321667459,20,80,0.3407874886340319,40.48521169281371,99.26593271456422,0,0
2021-12-29,-18.387117899384997,20,80,0.4427764037083901,40.9279880965221,99.261876774709,0,0
2021-12-30,-3.6263529832341383,20,80,0.4663584210075127,41.39434651752961,99.25462414093074,0,0
2021-12-31,-8.376669164298471,20,80,0.2087320773946788,41.60307859492429,99.25002816518555,0,0
2022-01-01,-0.9164754636839412,20,80,0.2427117135759083,41.8457903085002,99.24353754034482,0,0
2022-01-02,4.107620878679159,20,80,0.4513027385368246,42.29709304703702,99.23567242168347,0,0
2022-01-03,-14.178626613371923,20,80,0.4215106213301519,42.71860366836717,99.2302145307673,0,0
2022-01-04,-8.197222418344627,20,80,0.4430688050521497,43.16167247341932,99.2250278125662,0,0
2022-01-05,-9.557947809955923,20,100,0.3268578400734095,43.48853031349273,99.21957331056004,0,0
2022-01-06,6.265747764005397,20,80,0.4210122066565912,43.90954252014932,99.2147891529888,0,0
2022-01-07,1.2424637249065071,20,80,0.2798696046932231,44.18941212484255,99.2083967112095,0,0
2022-01-08,-6.456371234098846,20,80,0.379512041964377,44.56892416680692,99.2020494194615,0,0
2022-01-09,-3.854796249367874,20,80,0.2868933042665798,44.8558174710735,99.19454046856424,0,0
2022-01-10,-9.612987334279136,20,80,0.2731473142927778,45.12896478536628,99.19036531976953,0,0
2022-01-11,3.3029271168282097,20,80,0.3108009885783833,45.439765773944664,99.18334950463456,0,0
2022-01-12,-7.267229633957683,20,80,0.2949574324412821,45.734723206385944,99.17839869333002,0,0
2022-01-13,-9.465733926788682,20,80,0.367452036840837,46.10217524322678,99.17332606186964,0,0
2022-01-14,1.6253836946295976,20,80,0.247242049524186,46.34941729275097,99.16710365493968,0,0
2022-01-15,-18.557784403456537,20,80,0.2825418217895163,46.631959114540486,99.16191595950468,0,0
2022-01-16,-1.795613415128079,20,80,0.262462703998384,46.894421818538866,99.1570688193725,0,0
2022-01-17,42.29620172991598,20,80,0.2759223161159617,47.170344134654826,99.14692374217516,0,0
2022-01-18,-9.977899138291257,20,100,0.2443009244246666,47.41464505907949,99.13999292399248,0,0
2022-01-19,40.97038546107599,20,80,0.2936567369819672,47.708301796061455,99.13424045884904,0,0
2022-01-20,9.476855661563487,20,80,0.3596056065312113,48.06790740259267,99.12820052822516,0,0
2022-01-21,-2.572505218151619,20,80,0.2186600801182405,48.28656748271091,99.12348171926511,0,0
2022-01-22,4.735581057522751,20,80,0.4956371265679789,48.782204609278885,99.11630969529104,0,0
2022-01-23,0.3533312855569015,20,80,0.4042829923440114,49.18648760162289,99.11005569467665,0,0
2022-01-24,5.991836465316791,20,80,0.3902477089820323,49.57673531060493,99.10190624269816,0,0
2022-01-25,-1.320248131670274,20,80,0.227728397637183,49.80446370824211,99.09780892319372,0,0
2022-01-26,-17.388476032081883,20,80,0.384332032508055,50.188795740750166,99.0938339430062,0,0
2022-01-27,-4.5180320347279945,20,80,0.3321938933678734,50.52098963411804,99.0889195318083,0,0
2022-01-28,6.46452347896566,20,80,0.3719206038027717,50.89291023792081,99.08195452366314,0,0
2022-01-29,-6.380782423156401,20,80,0.2077016649192126,51.10061190284002,99.07771183411076,0,0
2022-01-30,-4.902052073318364,20,80,0.2743355416535824,51.37494744449361,99.07295936020896,0,0
2022-01-31,-0.2166203420479746,20,80,0.274120329813265,51.64906777430687,99.06746226638596,0,0
2022-02-01,4.189350845581188,20,80,0.2029339821672071,51.85200175647408,99.05931571503191,0,0
2022-02-02,4.291869063617458,20,80,0.2545303754306079,52.106532131904686,99.05501388736076,0,0
2022-02-03,8.110198901205564,20,80,0.2294323264587427,52.33596445836343,99.04824161649898,0,0
2022-02-04,-2.7795364082882763,20,80,0.2387945057987928,52.57475896416222,99.04408688768264,0,0
2022-02-05,6.469764361318656,20,80,0.3768684420756241,52.95162740623785,99.0362191735766,0,0
2022-02-06,2.8626435437444453,20,100,0.4973408217225185,53.44896822796037,99.0295043946663,0,0
2022-02-07,2.3604479914686713,20,80,0.2083944380321531,53.657362665992515,99.02537119675073,0,0
2022-02-08,5.566819982207461,20,80,0.479710198523492,54.13707286451601,99.02029438736704,0,0
2022-02-09,0.4155100742920243,20,100,0.4156419626389361,54.552714827154944,99.01500722646226,0,0
2022-02-10,5.754078491020259,20,80,0.3610640086371525,54.913778835792094,99.00746832742144,0,0
2022-02-11,44.022822159315915,20,80,0.4139691654789317,55.327748001271026,99.0018942869678,0,0
2022-02-12,-19.027308094260277,20,80,0.2935297419161485,55.62127774318717,98.99825509321768,0,0
2022-02-13,-8.647915674757357,20,80,0.2836724687563574,55.90495021194353,98.9935773210257,0,0
2022-02-14,5.154452463420737,20,80,0.3545419017222185,56.25949211366575,98.98770845393445,0,0
2022-02-15,8.105165425386673,20,80,0.2796792579210204,56.53917137158677,98.98046907914444,0,0
2022-02-16,-17.337444215435927,20,80,0.3626612917774159,56.90183266336418,98.97434700383288,0,0
2022-02-17,-3.813900155156345,20,80,0.4382179912614797,57.340050654625664,98.9680226639144,0,0
2022-02-18,2.335863903148816,20,80,0.2978868637713095,57.637937518396974,98.96315817395292,0,0
2022-02-19,6.802648237028567,20,80,0.2104128058442531,57.848350324241224,98.95538491878588,0,0
2022-02-20,-1.0908899862632175,20,80,0.2325516752023045,58.080901999443526,98.9510151807804,0,0
2022-02-21,-1.7115834905736254,20,80,0.4355755950901716,58.5164775945337,98.9469355173753,0,0
2022-02-22,-17.14551138439745,20,80,0.2688143132831984,58.7852919078169,98.94099165479528,0,0
2022-02-23,5.690024366442492,20,80,0.2367712143577255,59.02206312217462,98.9333741941243,0,0
2022-02-24,5.955198655853749,20,80,0.4568531558634814,59.478916278038106,98.9258510517678,0,0
2022-02-25,8.411387488525005,20,100,0.3228644912246339,59.80178076926274,98.91920931528976,0,0
2022-02-26,-2.2992332596809417,20,80,0.2063322417640236,60.008113011026765,98.913663723246,0,0
2022-02-27,-17.250768557794437,20,80,0.4055658687469613,60.41367887977373,98.9077092264507,0,0
2022-02-28,8.305852592660237,20,80,0.4155798394038336,60.82925871917756,98.90080408072532,0,0
2022-03-01,9.425003443557978,20,80,0.4060470470414705,61.23530576621903,98.89371368305618,0,0
2022-03-02,13.940499365167486,20,80,0.3273235386211178,61.562629304840144,98.88894519726662,0,0
2022-03-03,19.63173993881656,20,80,0.2860843079137498,61.84871361275389,98.8840905008607,0,0
2022-03-04,17.537964093740854,20,80,0.2223279765158248,62.07104158926972,98.87531674266988,0,0
2022-03-05,44.5436480371033,20,80,0.3782383197302011,62.44927990899992,98.86632362532006,0,0
2022-03-06,16.083208022390934,20,100,0.2609621216122472,62.71024203061216,98.861133914161,0,0
2022-03-07,16.390592074172318,20,80,0.4706062022469151,63.18084823285908,98.85299095631248,0,0
2022-03-08,24.19593405102722,20,80,0.3238378103881263,63.5046860432472,98.84629519923372,0,0
2022-03-09,5.494689930448125,20,80,0.3965823670270726,63.90126841027428,98.83811211290362,0,0
2022-03-10,21.958352049735556,20,80,0.4514675463019409,64.35273595657621,98.8299543910731,0,0
2022-03-11,18.944703903566012,20,80,0.2238590331156909,64.5765949896919,98.82384245588116,0,0
2022-03-12,21.481659978350915,20,80,0.3280423305332697,64.90463732022516,98.81636664841616,0,0
2022-03-13,24.52239305584589,20,80,0.4482448329396009,65.35288215316477,98.81013785484356,0,0
2022-03-14,9.9695274211721,20,100,0.3667509176769145,65.71963307084168,98.80568581588965,0,0
2022-03-15,7.314221235794718,20,80,0.3469330241155712,66.06656609495725,98.79759272118665,0,0
2022-03-16,18.724949687042752,20,100,0.2475008444532218,66.31406693941048,98.79102342788812,0,0
2022-03-17,5.567870644406141,20,80,0.3703251805008616,66.68439211991134,98.78624650526112,0,0
2022-03-18,22.522951714039156,20,80,0.3814537519029117,67.06584587181425,98.77941647718755,0,0
2022-03-19,22.648164879869775,20,80,0.2566465731117924,67.32249244492604,98.77267638736396,0,0
2022-03-20,21.011230878482355,20,80,0.2418260710718791,67.56431851599793,98.76506436855732,0,0
2022-03-21,10.938987089157884,20,80,0.4924217777355827,68.05674029373351,98.75670173041232,0,0
2022-03-22,14.305252737313996,20,80,0.3896981130868412,68.44643840682035,98.74958403731752,0,0
2022-03-23,17.01467313322464,20,80,0.4721190216778433,68.91855742849819,98.7424635513092,0,0
2022-03-24,24.64094219139056,20,80,0.4062139236212486,69.32477135211944,98.73357457537628,0,0
2022-03-25,17.790429033913266,20,80,0.3729604346152571,69.69773178673469,98.72524980857258,0,0
2022-03-26,21.52988908010168,20,80,0.2933767422220397,69.99110852895673,98.71908824943893,0,0
2022-03-27,7.954115348909177,20,80,0.3716133125641869,70.36272184152092,98.7123542278962,0,0
2022-03-28,9.4001804627483,20,80,0.2039917944807586,70.56671363600168,98.70762110217844,0,0
2022-03-29,16.15646659471176,20,80,0.3392896412077293,70.90600327720941,98.70290387071564,0,0
2022-03-30,11.742228705794682,20,80,0.4885224511682999,71.3945257283777,98.69760663191818,0,0
2022-03-31,7.521729023959587,20,80,0.46791401630621,71.86243974468391,98.68951570728952,0,0
2022-04-01,21.64474171289062,20,80,0.4587683683203129,72.32120811300422,98.6838015428172,0,0
2022-04-02,10.240365142252813,20,80,0.4878314757062989,72.80903958871052,98.67844486180309,0,0
2022-04-03,42.9578753160012,20,100,0.3600930417486819,73.1691326304592,98.66962389614976,0,0
2022-04-04,9.142733747753468,20,80,0.3629011250447167,73.53203375550392,98.66082612114154,0,0
2022-04-05,8.108612489645374,20,80,0.3264839804553016,73.85851773595923,98.65222513869968,0,0
2022-04-06,16.233333335899747,20,80,0.2787052813921907,74.13722301735142,98.6428593339379,0,0
2022-04-07,7.789153329052418,20,80,0.2441051392294974,74.38132815658092,98.63687693101892,0,0
2022-04-08,8.024668167286478,20,80,0.4188245509790328,74.80015270755996,98.62941757819176,0,0
2022-04-09,13.9260984095596,20,80,0.3117700342891363,75.1119227418491,98.62217384217703,0,0
2022-04-10,7.24015480101027,20,80,0.499370448193665,75.61129319004276,98.61426745138633,0,0
2022-04-11,13.57573649037877,20,80,0.4214084181878104,76.03270160823057,98.60938729257792,0,0
2022-04-12,6.182138694273696,20,80,0.315692409060589,76.34839401729116,98.60112473178738,0,0
2022-04-13,14.93562534191446,20,80,0.4553134850112487,76.8037075023024,98.59402927938494,0,0
2022-04-14,5.664348857903747,20,80,0.3685442327410099,77.17225173504342,98.5885174948621,0,0
2022-04-15,24.573897799453594,20,80,0.3644859350335121,77.53673767007693,98.57965710995757,0,0
2022-04-16,7.838408776650098,20,80,0.4231116061991105,77.95984927627605,98.57282092775476,0,0
2022-04-17,10.666310313959476,20,80,0.4394511626070679,78.39930043888312,98.56797198930028,0,0
2022-04-18,-11.462788788506588,20,80,0.4295767999749511,78.82887723885807,98.56314674312873,0,0
2022-04-19,12.9850181624244,20,80,0.2869146947300043,79.11579193358807,98.558141049788,0,0
2022-04-20,6.936671683012974,20,80,0.2033046881531238,79.3190966217412,98.5529986831068,0,0
2022-04-21,24.954964645025683,20,80,0.2298883746337606,79.54898499637495,98.54698635697932,0,0
2022-04-22,41.50232623317702,20,80,0.4519398170902552,80.0009248134652,98.54044874888382,0,0
2022-04-23,20.078542667484097,20,80,0.2302534114875808,80.23117822495279,98.53263875057068,0,0
2022-04-24,20.857463531845234,20,100,0.2386627541345869,80.46984097908737,98.5253801863882,0,0
2022-04-25,22.88903021904816,20,80,0.3797928606905443,80.84963383977791,98.51905398835328,0,0
2022-04-26,6.301266585944818,20,80,0.2933450097325504,81.14297884951046,98.51183657019163,0,0
2022-04-27,23.38786921799674,20,100,0.428081679390062,81.57106052890052,98.505997576213,0,0
2022-04-28,15.72014891633553,20,80,0.2987697872323185,81.86983031613283,98.49883579725048,0,0
2022-04-29,7.918821329044072,20,100,0.2859924656803498,82.15582278181319,98.49206599024832,0,0
2022-04-30,24.274196515736826,20,80,0.2460358898952313,82.40185867170841,98.48417563450218,0,0
2022-05-01,7.588116207122441,20,80,0.2298478856950903,82.6317065574035,98.47772429398344,0,0
2022-05-02,13.55268314102605,20,80,0.3805522104006344,83.01225876780414,98.4711174329345,0,0
2022-05-03,24.89330082964615,20,80,0.3369763783422366,83.34923514614638,98.46448988110572,0,0
2022-05-04,8.166338556214196,20,80,0.2917957482646887,83.64103089441107,98.45642565049688,0,0
2022-05-05,5.322135110914459,20,80,0.204327115366228,83.8453580097773,98.45132314039664,0,0
2022-05-06,7.641331372163425,20,80,0.2907545514971635,84.13611256127446,98.4468182521594,0,0
2022-05-07,15.179506896416733,20,80,0.4167869273009544,84.55289948857542,98.43978285622504,0,0
2022-05-08,12.338315293653231,20,100,0.3715310263951662,84.92443051497058,98.43406408478208,0,0
2022-05-09,10.883763186482188,20,80,0.3620086146486647,85.28643912961924,98.42859524631142,0,0
2022-05-10,6.803300761836213,20,100,0.2865771410089289,85.57301627062817,98.42080317089402,0,0
2022-05-11,12.98143789861011,20,80,0.3437480455504422,85.91676431617861,98.4147852576007,0,0
2022-05-12,12.690135358490124,20,80,0.3294948721960494,86.24625918837467,98.40612972789692,0,0
2022-05-13,16.050068660992054,20,80,0.490635521895751,86.73689471027042,98.40021005384588,0,0
2022-05-14,14.779869179600237,20,80,0.4372258511239311,87.17412056139435,98.39089240138796,0,0
2022-05-15,9.063080735114925,20,80,0.2053779075184567,87.3794984689128,98.38292435184216,0,0
2022-05-16,7.303302491252016,20,80,0.2826888659508234,87.66218733486362,98.37725495414637,0,0
2022-05-17,-18.864146808027694,20,80,0.3581520539983134,88.02033938886193,98.37411828364708,0,0
2022-05-18,23.768707643315132,20,80,0.3331364160162651,88.35347580487819,98.36884313933074,0,0
2022-05-19,10.64521273517327,20,80,0.3308730111669778,88.68434881604516,98.3609955611655,0,0
2022-05-20,10.453397545167672,20,100,0.4992815634654259,89.18363037951059,98.35371912646843,0,0
2022-05-21,12.11475043013129,20,80,0.2888912926511531,89.47252167216175,98.3479885480986,0,0
2022-05-22,13.190497401571417,20,80,0.2209718284576242,89.69349350061937,98.34122466925584,0,0
2022-05-23,10.293074161043618,20,100,0.3108702349929377,90.0043637356123,98.3325595848534,0,0
2022-05-24,24.41645271688787,20,80,0.4192881885364508,90.42365192414876,98.32642970800327,0,0
2022-05-25,41.39517528161976,20,80,0.2562629776857043,90.67991490183448,98.3199900233178,0,0
2022-05-26,13.979404762661412,20,80,0.413614093412197,91.09352899524666,98.31084851916708,0,0
2022-05-27,10.95841145210507,20,80,0.38490042596074,91.4784294212074,98.30300078581224,0,0
2022-05-28,13.026406556157031,20,100,0.4821220086339031,91.9605514298413,98.2975300126361,0,0
2022-05-29,10.190957538019454,20,80,0.3108012452856522,92.27135267512696,98.2912330884542,0,0
2022-05-30,21.028626756764243,20,80,0.3359748824531262,92.60732755758008,98.28456500809864,0,0
2022-05-31,24.718936596633913,20,80,0.4396961000673757,93.04702365764746,98.2763438879142,0,0
2022-06-01,21.466543567431643,20,80,0.4726809285698782,93.51970458621732,98.27068643950304,0,0
2022-06-02,17.726320474068597,20,80,0.411236092718362,93.9309406789357,98.2642627698644,0,0
2022-06-03,26.007494406190546,20,80,0.2692608945275206,94.20020157346322,98.25742495760488,0,0
2022-06-04,31.23815240177358,20,80,0.2611448281299409,94.46134640159316,98.2497650667103,0,0
2022-06-05,25.923579160349128,20,80,0.3301859562348146,94.79153235782798,98.24217077540384,0,0
2022-06-06,26.716293209742545,20,80,0.4938250373584135,95.2853573951864,98.23281047978396,0,0
2022-06-07,16.32572930328965,20,80,0.2676298785196337,95.55298727370602,98.22684026380948,0,0
2022-06-08,21.819017068447497,20,80,0.4336950003413248,95.98668227404735,98.2182360549966,0,0
2022-06-09,33.650287692220346,20,80,0.4943845281688776,96.48106680221623,98.21162858435792,0,0
2022-06-10,40.588375481694,20,80,0.4839775837159117,96.96504438593216,98.20221364467815,0,0
2022-06-11,19.111839811435935,20,80,0.3749214737100117,97.33996585964216,98.1955591113796,0,0
2022-06-12,40.62453951495361,20,80,0.2144042615594502,97.5543701212016,98.18825210440843,0,0
2022-06-13,34.15230601668727,20,80,0.4383105137847419,97.99268063498636,98.1820770437178,0,0
2022-06-14,20.52318345701366,20,80,0.302372626085332,98.29505326107169,98.17413705519152,0,0
2022-06-15,19.83650967768809,20,80,0.4943201253321294,98.7893733864038,98.1686493395884,0,0
2022-06-16,19.86620418945109,20,80,0.2434089005505128,99.03278228695432,98.16077761104027,0,0
2022-06-17,27.55609004231656,20,80,0.2818644443877038,99.31464673134202,98.15495701047,0,0
2022-06-18,17.509376937873235,20,80,0.3763091884500859,99.6909559197921,98.14602240175766,0,0
